wands,n. a rod used by a magician or water diviner\nn. a thin supple twig or rod\nn. a ceremonial or emblematic staff,n. （表示官职的）权杖( wand的复数形式 ); 棍; 魔杖; （树的）嫩枝
Wandsworth,,旺兹沃思[英国英格兰东南部城市](在大伦敦郡的西南部)
wandy,"a. Long and flexible, like a wand.",a. <英方>(乐队指挥棒似)长而易弯曲的
wane,v. become smaller\nv. decrease in phase,"n. 减少, 衰微, 败落, 亏缺, 月亏\nvi. 变小, 亏缺, 衰落, 消逝, 退潮"
wane to the close,,"接近末尾, 将完结"
waned,imp. & p. p. of Wane,v. 衰落( wane的过去式和过去分词 ); （月）亏; 变小; 变暗淡
waner,, [人名] 瓦纳
wanes,n a gradual decline (in size or strength or power or number)\nv grow smaller\nv become smaller\nv decrease in phase\nv become pale and sickly,v. 衰落( wane的第三人称单数 ); （月）亏; 变小; 变暗淡
waney,"n. A sharp or uneven edge on a board that is cut from a log not\n   perfectly squared, or that is made in the process of squaring. See\n   Wany, a.","衰落的, 减少的, 没落的"
wang,"n. The jaw, jawbone, or cheek bone.\nn. A slap; a blow.\nn. See Whang.",n. 王（姓氏）；王安电脑公司
Wang's test,,[医] 王氏试验(尿蓝母定量试验)
wangan,"n. A boat for conveying provisions, tools, etc.; -- so called\n   by Maine lumbermen.",n. 湾岸高速
wanganga,,[医] 象皮病样热
Wanganui,,n. 旺格努伊（城市名）
wangaratta,, [地名] [澳大利亚] 旺加拉塔
wangen,, [地名] [德国、瑞士] 旺根
Wangensteen apparatus,,[医] 旺根斯滕氏器(胃肠吸引器)
Wangensteen drainage,,[医] 旺根斯滕氏引流(持续吸引引流法)
Wangensteen suction,,[医] 旺根斯滕氏抽吸
Wangensteen tube,,[医] 旺根斯滕氏管(胃肠吸引器)
Wangensteen tubes,,[医] 旺根斯滕氏管(胃肠吸引器)
wanger,n. A pillow for the cheek; a pillow., [人名] 万格
wanging,"-ing form of wang\nn. The jaw, jawbone, or cheek bone.\nn. A slap; a blow.\nn. See Whang.",(wang 的现在分词) n. 王（姓氏）；王安电脑公司
wangle,n. an instance of accomplishing something by scheming or trickery\nv. achieve something by means of trickery or devious methods,"vi. 设法脱身, 用诡计获得\nvt. 用计获得, 扭身挤出, 哄骗, 伪造\nn. 欺诈行为, 哄骗, 假造"
wangle accounts,,[法] 伪造账目
wangle business records,,[法] 伪造业务记录
wangle sth out of sb,,从某人处骗得某物
wangled,"v achieve something by means of trickery or devious methods\nv tamper, with the purpose of deception",v. <口>用计谋得到（好处等）( wangle的过去式和过去分词 ); 伪造; 粉饰; 欺瞒
wangler,n. a deceiver who uses crafty misleading methods," 骗取者, 蒙混者"
wangles,"n an instance of accomplishing something by scheming or trickery\nv achieve something by means of trickery or devious methods\nv tamper, with the purpose of deception",v. <口>用计谋得到（好处等）( wangle的第三人称单数 ); 伪造; 粉饰; 欺瞒
wangling,"n an instance of accomplishing something by scheming or trickery\nv achieve something by means of trickery or devious methods\nv tamper, with the purpose of deception",v. <口>用计谋得到（好处等）( wangle的现在分词 ); 伪造; 粉饰; 欺瞒
Wangnet,,[计] 王安网
wanigan,, 贮物箱
waning,n. a gradual decrease in magnitude or extent\na. (of the Moon) pertaining to the period during which the visible surface of the moon decreases,n. 减弱；月亏
wanion,"n. A word of uncertain signification, used only in the phrase\n   with a wanion, apparently equivalent to with a vengeance, with a\n   plague, or with misfortune.","n. <古>瘟疫, 倒霉, 诅咒, 报复"
wank,n slang for masturbation\nv get sexual gratification through self-stimulation,vi. 手淫
wank shelter,"A safe haven which could be limited to a closet, toilet, single room or a complete house were a male organism is able to produce semen by hand without being disturbed.\n> Kim: Have you seen Dennis?\n> Johan: I haven't seen him in ages\n> Olaf: Dennis has locked himself in his wank shelter.\n",
wanked,v get sexual gratification through self-stimulation,v. 行手淫( wank的过去式和过去分词 )
Wankel,,engine [机]汪克尔发动机( 亦作 Wankel)
Wankel engine,,[网络] 转子发动机；汪克尔引擎；凡克尔发动机
Wankel rotary engine,,[网络] 运高转子引擎；汪克尔转子引擎
wanker,n terms of abuse for a masturbator,"n. 手淫者, 卑鄙的人"
wankers,n. terms of abuse for a masturbator,"n. 手淫者, 卑鄙的人( wanker的复数形式 )"
wanking,v get sexual gratification through self-stimulation,n. 手淫
wankle,a. Not to be depended on; weak; unstable.,"a. 不稳固的, 动摇的；蹒跚的; 靠补助的, 危险的；不稳定的; 有病的, 虚弱的；无力的"
wanks,n slang for masturbation\nv get sexual gratification through self-stimulation,n. 手淫( wank的名词复数 )\nv. 行手淫( wank的第三人称单数 )
wanksta,"A ""wanksta"" is a very basic word meaning a person who acts/looks like a gangster or thug, but has never done anything gangster or thug-like besides acting or looking like one. It can be towards any race or ethnicity. The word does NOT imply a WHITE guy acting black. \n> Al Capone is a GANGSTA - white guy\n> Ja Rule is a WANKSTA - black guy\n",
Wanky,,adj. [俚语]；手淫的
Wanless,,n. (Wanless)人名；(英)万利斯
wanly,r. in a weak or pale or languid manner,adv. 苍白地；衰弱地；暗淡地
wann,, [人名] 沃恩; [地名] [美国] 瓦恩
wanna,,"vt. 要(做), 想(做), 想要(某物)"
wannabe,n an ambitious and aspiring young person,"n. 赶超崇拜者, 赶超崇拜者的人"
wannabee,n. an ambitious and aspiring young person,n. <口>想望者
wannabees,plural of wannabee,(wannabee 的复数) n. <口>想望者
wannabes,n. an ambitious and aspiring young person,"n. 赶超崇拜者, 赶超崇拜者的人( wannabe的复数形式 )"
wannamaker,, [人名] 沃纳梅克
Wanne-Eickel,,万纳艾克尔(德国西北部城市)
wanned,"a. Made wan, or pale.","v. （使）变苍白, （使）呈病态( wan的过去式和过去分词 )"
wanner,, 苍白的( wan的最高级 )；无血色的；病态的；暗淡的
Wanner's symptom,,"[医] 万内尔氏症状(颅盖有器质病时,骨传导障碍)"
wanness,"n. The quality or state of being wan; a sallow, dead, pale\n   color; paleness; pallor; as, the wanness of the cheeks after a fever.",n. 虚弱
wannest,," wan（苍白的, 没有血色的）的最高级形式"
wannier function,,[电] 沃尼埃函数
wannigan,, 贮物箱
wanning,v become pale and sickly,"v. （使）变苍白, （使）呈病态( wan的现在分词 )"
wannish,a. Somewhat wan; of a pale hue.,a. 稍为苍白的
wanniski,, [人名] 万尼斯基
wans,n a computer network that spans a wider area than does a local area network\nv become pale and sickly,"vt.& vi. （使）变苍白, （使）呈病态（wan的第三人称单数形式）"
wansbrough,, [人名] 万斯伯勒; [地名] [澳大利亚] 旺斯伯勒
Wanscher's mask,,[医] 万舍氏面罩(乙醚麻醉时用)
want,"v. have need of\nv. hunt or look for; want for a particular reason\nv. wish or demand the presence of\nv. be without, lack; be deficient in","n. 需要的东西, 缺乏, 贫困, 需要\nvt. 要, 希望, 应该, 缺少\nvi. 生活困苦, 需要, 缺少"
want ad,,分类小广告
want ads,,"n. 找人的广告, 招聘广告; <口>招聘广告, 征求广告( want ad的名词复数 )"
want creation,,[经] 需求的创造
want doing,,"必要,doing有被动的意思"
want for,,"缺少,短缺,需要,想要,盼望…"
want for nothing,,"不缺乏任何生活必需品, 丰衣足食"
want for sth,,"缺少, 不足"
want in,,想要进来
want of age,,[法] 不够年龄
want of care,,"[法] 疏忽, 懈怠, 不细心"
want of consideration,,[法] 欠缺约因
want of jurisdiction,,[法] 缺乏管辖权
want of necessary proof,,[法] 缺乏必需的证明
want off,,想要走掉
want out,,想要出去
want out of,,"想从…离出去,想摆脱…"
want sb to do sth,,要(某人)做某事
want slips,,[经] 缺货单
want some doing,,"不好做,不容易做好"
want sth done,,要某人把某事做好
want to,, <口>应该; 要
want to do,,"必须做,不得不做,想...."
want to purchase,,[经] 征购
want to rent,,[经] 召租房屋
want twopence in the shilling,,"脑瓜不灵, 精神失常"
want-to,,想要做；想要…
wanta,,<美口> = want to
wantable,,"a. 值得想望(或追求)的,吸引人的"
wantage,n. That which is wanting; deficiency.,"n. 缺少, 缺少量"
wantagh,, [地名] [美国] 旺托
wanted,a. desired or wished for or sought,a. 被通缉的
wanted list,,[法] 通缉名单
wanted man,,[法] 警察所通缉的人物
wanted notice,,[网络] 想通知
wanted person,,"被通缉人员,通缉犯"
wanted poster,,[法] 通缉告示
wanter,, 缺[贫]乏者
wanting,"v feel or have a desire for; want strongly\nv have need of\nv hunt or look for; want for a particular reason\nv wish or demand the presence of\nv be without, lack; be deficient in\ns nonexistent\ns inadequate in amount or degree","a. 欠缺的, 不足的, 不够格的\nprep. 没有, 缺少"
wantingly,"An adverb version of ""want""\r\n\r\nSee examples as it will be better explained.\n> ""He wantingly tries a jalapeño pepper every time he goes to the Mexican restaurant.""\n> ""She fucks the fat guy every day wantingly.""\n> ""The young guy wantingly talk with elderly people.""\n",
wantless,a. Having no want; abundant; fruitful.,a. 无所需求的
wanton,n. lewd or lascivious woman\nv. indulge in a carefree or voluptuous way of life\nv. spend wastefully\nv. engage in amorous play,"n. 荡妇, 水性杨花的女人\na. 恶意的, 不负责任的, 无节制的, 嬉戏的, 繁茂的, 淫荡的\nvi. 变化无常, 嬉戏, 闲荡, 放肆\nvt. 挥霍"
wanton act,,"[法] 轻率行为, 任性行为"
wanton away,,[网络] 肆意离开
wanton conduct,,[法] 任性行为
wanton damage,,[法] 任意损害
wanton destruction,,[法] 任意破坏
wanton exercise of power,,[法] 滥用权力
wanton injury,,[法] 有意伤害
wanton misconduct,,[法] 轻率不法行为
wanton negligenc,,[法] 任意过失
wanton woman,,[法] 淫荡的女人
wantoned,imp. & p. p. of Wanton,v. 任性( wanton的过去分词 ); 反复无常; 生活奢侈; 挥霍（钱财）
wantoner,s. occurring without motivation or provocation\ns. casual and unrestrained in sexual behavior,n. wanton的变形
wantoning,p. pr. & vb. n. of Wanton,v. 任性( wanton的现在分词 ); 反复无常; 生活奢侈; 挥霍（钱财）
wantonly,r. in a wanton manner,adv. 嬉闹地；放纵地；繁茂地
wantonness,n the trait of lacking restraint or control; reckless freedom from inhibition or worry\nn the quality of being lewd and lascivious,"[法] 有意漠视, 胡乱, 放纵"
wantons,n lewd or lascivious woman\nv waste time; spend one's time idly or inefficiently\nv indulge in a carefree or voluptuous way of life\nv spend wastefully\nv become extravagant; indulge (oneself) luxuriously\nv engage in amorous play\nv behave extremely cruelly and brutally,n. 淫荡的人（尤指荡妇）( wanton的名词复数 ); 淫乱; 嬉闹的人; 奢侈享乐的人\nv. 任性( wanton的第三人称单数 ); 反复无常; 生活奢侈; 挥霍（钱财）
wantrow,,[网络] 想要
wantruke,,[网络] 想要
wants,"n a state of extreme poverty\nn the state of needing something that is absent or unavailable\nn anything that is necessary but lacking\nn a specific feeling of desire\nv feel or have a desire for; want strongly\nv have need of\nv hunt or look for; want for a particular reason\nv wish or demand the presence of\nv be without, lack; be deficient in","n. 需求, 欲望, 必需品\n[经] 消费者的欲望; 希望, 要, 想要"
wanty,"n. A surcingle, or strap of leather, used for binding a load\n   upon the back of a beast; also, a leather tie; a short wagon rope.", 皮带子
wantz,, [人名] 万茨
wany,"v. i. To wane.\na. Waning or diminished in some parts; not of uniform size\n   throughout; -- said especially of sawed boards or timber when tapering\n   or uneven, from being cut too near the outside of the log.\na. Spoiled by wet; -- said of timber.",a. 不等径的；缺棱的；不齐的（等于waney）
wanze,v. i. To wane; to wither., [地名] [比利时] 旺兹
wanzing,,[网络] 万欣
wao,,abbr. wet-air oxidation 湿气氧化作用
WAP,v. t. & i. To beat; to whap.\nn. A blow or beating; a whap.,abbr. 无线应用协议（Wireless Application Protocol）；工作分配计划（Work Assignment Plan）
wapakoneta,, [地名] [美国] 沃帕科内塔
Wapanese,"“Wapanese” are decidedly [word]caucasian[/word] individuals who, by means of thoroughly warped postmodern acculturation processes, have come to the decision that it is in their best interest to act as if they were denizens of the nation of [word]Japan[/word].  The term “wapanese” can be accurately though of as an analog to [word]wigger[/word].  A [word]whitey[/word] can be classified as a “Wapanese” if they are in possession of two or more of the following defining traits:\r\n\r\n \r\n1.  Has an unhealthy obsession with shallow, saccharine and intellectually insulting animation shows (also refered to as [word]anime[/word] by the [word]nerd[/word] elite) originally tailored for young Japanese children\r\n\r\n2.  Operates under the erroneous belief that every aspect of [word]American[/word] culture is vastly inferior to that of Japan’s – even though 99.9% of Wapanese have never had firsthand experience of any sort with their preferred culture (in other words, they’ve never set so much as one foot upon the island(s) of Japan)\r\n\r\n3.  Halfheartedly studies Japanese language and/or is a part-time practitioner of martial arts\r\n\r\n4.  Has a sword (samurai swords only, of course) collection\r\n\r\n5.  Is a Virgin\r\n6.  May be afflicted with a terminal case of [word]yellow fever[/word]; however, they constantly fail in their quest for Japanese pootytang\r\n\r\n7.  Extreme cases may traipse around whilst wearing a “costume” that makes them resemble their favorite [word]anime[/word] characters (this practice is reffered to as [word]cosplay[/word]; cross-dressing and raging homosexuality is not an uncommon component of cosplay.\r\n\r\n\r\nInterestingly, Wapanese are generally though of as “failures” and rejects within their own culture.  Social scientists such as myself speculate that it was their failure to gain acceptance within their own culture than has lead many a white [word]geek[/word] to seek out Japan’s culture as a surrogate; however, they’d be shattered to know that the insular and somewhat [word]racist[/word] Japanese society would be even less accepting of them than the people of their true and native culture.\n> Wapanese munch on imported [word]Pocky[/word] and wash it down with a bottle of Pocari Sweat.\n",
